"player_fifa_api_id","Rating","Crossing","Finishing","Heading","Short_Pass","Volleys","Dribbling","Curve","Freekick_Accuracy","Long_Pass","Ball_Control","Acceleration","Speed","Agility","Reactions","Balance","Shot_Power","Jumping","Stamina","Strength","Long_shots","Aggression","Interceptions","Attacking_Position","Vision","penalties","Marking","Standing_Tackle","Sliding_Tackle","GK_Diving","GK_Handling","GK_Kicking","GK_Positioning","GK_Reflexes","Work_Rate","Height","Weight","Age"
"152514","75","84","74","41","74","71","80","71","77","70","75","81","76","76","70","79","77","73","73","68","75","62","32","74","74","73","26","46","38","13","13","14","16","12","medium / low","172","157","29"
"153938","76","80","56","76","70","43","73","63","57","71","75","64","60","68","75","55","66","75","81","76","59","68","82","65","71","59","78","80","77","13","16","8","6","6","medium / medium","180","181","32"
"190824","72","75","42","60","69","55","75","72","62","64","72","85","82","83","71","79","71","52","74","57","57","70","65","69","69","42","72","71","73","8","11","12","6","6","high / medium","177","161","23"
"199354","74","71","72","55","78","70","76","79","82","73","75","78","78","74","71","76","75","63","69","71","69","70","37","68","77","71","23","23","25","13","7","7","9","9","high / medium","180","172","27"
"201305","78","67","51","73","69","48","60","55","46","69","65","68","72","69","78","71","61","75","74","77","57","74","80","51","61","51","83","86","80","15","6","15","15","7","low / high","187","159","24"
"197061","80","54","36","86","77","50","63","63","22","77","71","67","77","62","80","50","66","65","75","79","48","70","83","51","71","42","81","83","77","11","15","10","7","10","medium / medium","195","198","24"
"204935","65","17","19","15","28","20","14","18","16","18","21","48","41","33","58","67","22","59","44","50","13","23","24","18","34","41","14","20","12","68","58","79","65","69","medium / medium","185","170","21"
"163587","76","18","12","16","21","15","12","13","15","18","24","40","50","62","70","47","36","60","35","56","14","33","20","14","56","26","14","14","13","79","71","85","72","81","medium / medium","185","168","28"
"187084","78","62","82","88","67","71","65","32","36","31","70","91","89","75","76","68","80","91","79","78","64","70","51","78","60","75","42","29","21","1","1","1","1","1","medium / medium","185","174","27"
"204311","77","54","47","77","62","47","48","59","60","56","67","69","77","48","75","52","56","84","72","85","49","74","76","53","57","61","77","79","76","14","14","7","9","15","medium / medium","190","187","20"
"140620","77","52","38","78","72","34","56","48","34","73","70","63","69","61","75","56","67","78","75","78","56","77","75","38","60","44","80","82","77","11","15","11","10","12","high / medium","187","187","29"
"189725","77","74","64","48","83","68","79","59","62","80","80","76","74","69","77","77","74","62","73","56","75","71","65","74","77","72","47","59","49","15","11","9","12","13","medium / medium","175","148","26"
"137782","77","73","58","68","75","56","78","69","54","70","73","78","77","73","74","68","79","77","79","72","70","75","69","60","68","60","77","78","81","13","7","7","6","7","high / low","182","154","31"
"213648","73","66","52","60","77","54","76","69","70","74","78","68","67","73","72","75","76","64","73","74","69","66","68","60","75","51","65","70","64","9","7","12","11","11","medium / medium","185","185","20"
"165190","74","68","64","73","77","53","71","72","53","72","73","71","69","64","77","72","70","79","87","78","67","70","68","69","78","71","72","71","65","13","13","8","10","13","medium / high","182","161","28"
"203747","74","70","52","59","72","41","74","63","50","59","71","89","92","84","67","77","52","62","73","61","43","72","73","61","55","62","72","74","73","8","14","14","13","12","medium / medium","177","163","20"
"213051","71","67","65","57","75","39","68","62","61","71","73","61","64","67","60","62","72","71","92","73","71","71","72","63","71","62","68","69","66","7","15","15","12","6","medium / high","180","157","23"
"223947","62","54","63","63","57","61","64","42","37","53","61","76","73","69","50","59","63","73","44","65","61","58","20","60","41","57","24","24","23","11","8","11","12","15","medium / medium","187","168","20"
"200759","69","64","56","62","64","64","74","62","34","53","69","87","86","81","69","80","74","77","76","81","53","68","65","63","61","68","64","67","61","9","7","8","10","9","high / medium","177","159","22"
"203775","78","14","18","14","35","14","16","12","14","37","23","48","50","51","78","39","20","73","30","39","16","18","13","8","41","19","13","11","13","80","74","74","77","84","medium / medium","190","192","22"
"204847","68","64","32","51","59","34","66","41","35","55","65","79","74","56","60","68","68","65","79","56","51","58","65","59","39","50","69","69","71","9","13","16","14","6","high / medium","180","154","22"
"201118","78","79","57","65","75","68","76","66","68","69","76","79","78","76","76","83","84","73","87","64","78","77","76","71","64","60","77","79","80","11","14","12","12","11","high / medium","172","148","24"
"204289","76","51","82","67","62","68","76","63","61","55","77","85","81","74","71","71","81","62","64","62","68","47","33","79","54","81","20","18","23","7","11","14","10","15","medium / medium","180","183","22"
"171972","76","66","56","60","78","51","72","54","69","76","79","67","64","75","74","78","65","53","79","73","61","81","75","71","71","69","73","74","71","1","1","1","1","1","medium / medium","177","141","27"
"199633","74","75","49","69","71","75","69","62","40","61","72","74","72","69","76","65","72","80","83","70","68","74","76","60","60","49","70","75","75","11","6","6","13","7","high / medium","180","172","26"
"158372","76","75","71","46","81","72","81","79","75","74","82","77","77","77","71","79","78","75","58","58","78","45","48","73","74","70","36","43","32","14","7","10","12","8","medium / medium","180","168","29"
"163261","72","65","47","67","68","43","61","66","33","59","67","67","67","68","74","62","83","75","78","74","61","83","67","56","25","56","77","77","80","11","8","9","9","8","medium / medium","180","163","30"
"167943","79","77","71","70","84","73","75","80","81","82","83","66","68","74","78","77","82","70","80","68","80","77","76","71","82","84","70","73","70","14","9","16","8","12","medium / medium","175","157","29"
"225100","67","57","26","66","65","24","65","41","29","53","65","79","80","64","65","70","41","64","67","76","26","56","62","51","39","26","67","71","69","8","13","14","7","7","medium / medium","185","170","18"
"135451","75","15","15","14","23","13","15","12","13","19","25","50","52","56","74","53","30","76","27","64","14","40","20","12","19","41","14","14","15","81","67","62","74","81","medium / medium","190","181","34"
"186146","79","69","77","80","83","76","81","61","62","64","79","86","84","85","78","64","77","84","84","75","75","77","22","82","69","70","23","38","33","9","10","6","12","16","high / high","185","161","24"
"216791","63","31","30","64","55","36","46","35","34","39","50","63","54","49","53","57","44","74","64","75","26","60","59","31","31","48","67","64","60","12","12","7","12","11","medium / medium","185","170","20"
"184716","77","68","58","44","84","38","77","58","50","75","79","72","63","79","82","91","63","78","79","53","60","63","74","67","76","52","60","74","66","10","13","12","6","8","medium / medium","167","137","25"
"189271","78","60","45","50","78","43","74","55","41","72","78","69","70","76","76","83","71","70","79","74","59","88","84","64","73","52","72","80","77","9","9","8","10","15","medium / high","177","163","24"
"186942","82","74","65","53","88","75","85","81","73","81","85","77","74","82","84","83","77","62","74","74","73","68","78","76","85","76","57","63","64","11","14","5","5","13","high / medium","180","176","24"
"198335","71","72","61","48","68","58","75","59","63","64","73","79","73","79","72","79","66","82","79","58","59","72","69","66","66","56","73","72","70","11","12","8","10","16","high / medium","172","143","25"
"208920","69","57","41","59","75","52","63","63","59","69","69","77","75","66","73","63","63","71","64","67","56","64","69","42","50","48","67","74","71","10","7","7","16","10","medium / medium","180","165","20"
"215639","70","37","64","66","68","55","78","60","54","62","77","86","81","85","66","62","75","69","75","70","66","34","20","68","65","67","17","14","18","11","15","11","15","12","medium / low","182","170","19"
"204233","61","55","53","14","60","52","71","54","52","55","62","82","75","79","59","85","46","27","46","21","58","18","16","47","59","55","16","18","22","6","6","7","8","9","medium / medium","172","146","18"
"164853","73","19","18","18","28","32","19","27","21","25","27","47","49","50","72","42","17","73","41","72","14","44","22","16","16","41","20","11","18","75","69","82","70","75","medium / medium","187","198","30"
"6895","72","12","12","13","22","14","13","15","15","17","14","39","40","48","76","45","22","70","31","74","11","39","16","9","14","17","11","14","15","72","72","64","72","74","medium / medium","187","187","38"
"138726","79","59","52","85","65","45","57","42","52","60","61","53","53","57","75","46","66","80","67","85","40","82","76","39","48","48","82","83","82","6","6","12","16","7","medium / medium","187","196","33"
"192362","77","76","66","40","75","62","80","69","59","42","76","93","93","82","75","77","65","34","74","65","54","28","20","73","73","58","19","28","22","10","8","14","8","6","medium / low","175","165","25"
"183385","68","62","63","64","72","64","68","36","56","68","72","69","72","65","65","67","82","74","76","84","74","81","61","59","66","57","58","67","65","13","14","14","12","6","medium / high","177","179","29"
"213135","76","69","76","66","75","70","78","54","40","59","76","86","85","77","76","58","77","51","60","72","69","52","28","77","71","55","30","24","18","15","13","16","11","15","high / medium","185","165","20"
"171833","83","62","85","73","75","76","84","62","68","62","81","88","89","78","82","64","83","74","72","73","83","60","22","84","74","75","15","24","12","7","15","9","5","13","medium / low","187","168","26"
"177922","74","75","71","69","72","66","74","64","55","69","74","85","86","80","69","70","74","62","62","64","70","43","48","71","70","71","15","29","20","16","10","15","14","11","medium / medium","180","172","27"
"188168","69","64","49","68","61","34","70","67","57","59","66","75","73","71","65","47","63","72","80","79","56","54","67","56","53","50","70","70","67","11","13","15","6","12","high / medium","187","183","27"
"208722","78","68","76","53","73","66","83","74","64","67","77","91","91","88","75","85","73","58","65","66","66","61","29","77","69","71","33","33","38","10","10","15","7","14","high / medium","175","165","23"
"170008","66","11","20","11","25","14","18","13","12","30","23","45","45","51","60","56","23","54","35","64","18","34","23","16","39","22","12","12","12","70","64","66","64","67","medium / medium","193","172","27"
"201942","82","70","77","70","84","78","87","75","67","74","83","78","75","82","80","78","75","81","84","71","74","41","33","81","83","72","24","52","31","8","11","9","6","10","high / medium","180","168","23"
"205990","64","58","52","45","73","39","61","57","50","65","65","71","68","74","57","85","57","56","69","65","52","72","60","54","65","48","50","69","63","6","11","13","9","10","medium / high","180","159","20"
"207725","73","36","42","82","57","26","45","33","31","62","54","40","66","38","62","40","73","83","65","89","31","64","70","40","37","40","74","78","70","7","11","15","10","15","medium / high","190","179","22"
"220295","76","65","75","81","68","54","78","71","56","63","75","86","84","76","72","76","84","90","86","73","74","43","45","72","62","73","45","49","42","9","12","16","9","8","high / low","175","163","25"
"105846","76","12","11","11","25","13","14","13","19","34","18","41","46","40","72","40","21","75","31","69","15","38","25","17","45","21","13","20","20","82","72","62","74","83","medium / medium","193","192","35"
"142784","82","75","49","76","72","53","74","68","66","64","77","72","73","71","86","66","66","84","85","79","57","90","86","71","66","64","86","87","86","10","14","15","7","5","high / high","177","168","30"
"178091","76","50","75","79","66","67","75","58","48","29","75","74","78","69","71","58","79","81","69","89","69","63","21","78","55","68","15","25","20","7","7","7","5","8","medium / medium","185","198","26"
"216299","53","37","44","30","59","59","58","52","32","57","55","55","53","39","57","57","49","46","55","69","58","57","54","50","54","56","49","59","58","13","6","9","6","12","medium / medium","180","168","19"
"163264","74","13","12","14","28","12","14","15","13","31","22","52","50","54","71","48","14","69","36","62","12","31","17","12","44","24","15","15","13","75","74","71","74","77","medium / medium","187","190","29"
"186148","80","15","10","13","25","12","12","11","10","22","22","46","50","43","80","41","21","69","32","55","14","32","21","15","39","24","11","12","13","78","80","66","81","82","medium / medium","187","183","26"
"198511","69","9","13","10","29","14","19","18","12","25","20","37","32","32","60","35","17","54","39","75","19","31","22","12","32","14","13","10","9","71","67","68","69","73","None / 1","195","198","24"
"146562","85","87","77","53","86","67","87","86","78","84","86","79","68","86","85","91","78","71","72","60","82","60","55","82","85","80","56","62","48","6","9","5","7","15","medium / medium","167","146","30"
"169586","71","67","73","68","64","67","71","43","58","41","69","85","79","78","68","79","70","72","71","63","62","66","22","74","61","68","32","35","28","11","15","9","9","16","high / medium","172","183","28"
"183465","76","68","69","79","79","66","75","66","47","76","76","68","71","75","74","62","79","78","80","77","77","73","76","74","78","57","73","73","71","9","10","15","11","12","medium / high","187","157","24"
"225462","56","35","57","55","60","52","58","56","37","54","56","64","62","66","61","78","57","58","57","46","50","34","13","56","58","61","18","19","21","9","10","8","10","11","medium / low","172","150","19"
"157665","78","30","34","81","69","29","38","30","29","65","66","49","54","50","78","56","52","68","74","82","32","73","80","36","55","30","82","81","78","6","10","15","7","9","low / medium","190","172","28"
"172962","76","74","70","69","67","63","84","75","61","65","79","85","79","78","69","82","75","66","79","75","68","42","45","76","71","71","35","29","33","9","7","8","16","16","medium / medium","177","187","24"
"174543","83","12","13","18","32","11","13","25","60","31","15","58","54","64","80","64","22","81","44","70","21","40","23","15","63","23","11","18","19","83","82","87","78","86","medium / medium","182","176","32"
"220182","71","32","42","69","67","35","62","35","29","53","66","75","74","62","59","59","51","73","69","81","36","63","68","36","46","37","71","75","71","7","10","15","15","15","medium / medium","182","154","20"
"192227","82","51","58","80","75","51","44","55","47","69","67","70","69","68","79","70","66","82","75","81","52","77","85","50","52","54","81","82","85","11","9","15","10","6","low / high","182","181","23"
"194845","79","82","77","52","80","57","80","80","83","69","79","74","74","78","79","67","81","44","63","68","84","74","61","78","79","75","26","49","30","6","7","11","11","6","medium / high","182","168","24"
"163419","79","74","40","79","65","56","74","66","47","64","75","72","72","67","80","76","69","84","81","76","62","75","79","66","68","59","83","83","84","11","9","7","9","9","high / medium","175","159","32"
"201999","72","66","43","62","67","30","66","34","26","62","73","72","73","71","69","69","35","65","73","71","32","88","68","52","48","47","75","78","80","7","13","15","13","15","medium / medium","180","152","22"
"183130","71","82","68","37","66","74","79","80","61","60","74","77","77","76","60","75","70","60","72","42","68","70","40","59","68","60","19","32","22","15","9","8","15","14","high / medium","175","148","25"
"140498","75","11","19","14","21","15","14","19","14","30","21","48","50","33","73","41","22","63","34","63","12","41","24","13","38","11","13","14","13","78","72","67","75","79","medium / medium","190","183","30"
"189067","74","43","37","74","60","22","47","47","52","64","58","56","55","49","66","54","30","83","61","79","31","76","75","24","31","51","77","79","76","12","13","11","10","11","medium / medium","187","181","30"
"193348","80","74","74","37","79","76","85","82","78","75","83","91","84","87","79","94","84","63","78","74","80","73","65","77","77","65","58","60","53","13","12","12","11","11","high / medium","170","159","23"
"161805","76","69","56","68","75","69","69","71","69","72","74","66","67","71","77","68","76","70","78","77","69","90","75","63","73","72","69","79","79","12","11","7","15","11","medium / high","185","172","30"
"163418","79","56","21","82","71","34","52","44","33","54","62","57","76","53","71","47","82","81","71","85","55","85","75","51","51","54","76","84","78","9","14","7","9","6","high / medium","190","192","29"
"190549","73","65","75","63","74","68","72","47","56","65","77","67","68","73","75","57","85","84","88","72","75","77","64","68","74","43","64","66","62","16","15","13","10","14","medium / high","187","172","23"
"198861","74","67","45","52","76","43","68","57","48","70","75","73","73","76","75","83","55","82","80","69","53","79","75","32","67","55","75","75","71","14","12","9","12","15","medium / high","167","150","23"
"205243","72","36","31","73","46","25","36","30","29","51","51","55","65","55","69","58","44","68","66","86","29","77","71","29","39","34","75","75","73","13","9","5","6","6","medium / medium","190","192","24"
"163303","75","71","65","61","77","59","66","71","76","72","73","32","53","69","78","66","70","68","81","75","67","81","79","62","68","65","71","75","68","10","13","16","16","11","medium / high","180","176","31"
"169607","77","61","49","67","75","61","64","57","58","74","74","69","68","64","72","71","77","63","79","78","62","91","77","47","68","64","72","82","80","11","9","15","14","15","low / high","177","168","27"
"172175","80","82","78","64","80","76","84","77","74","77","82","89","87","86","76","74","77","73","76","61","76","48","35","80","67","75","40","55","53","8","10","14","13","15","high / medium","182","154","27"
"156722","76","70","58","70","76","71","70","65","56","71","75","68","67","63","74","72","78","70","81","73","66","83","77","69","68","61","78","79","77","7","12","6","6","7","medium / high","177","148","31"
"198717","77","74","74","43","70","51","84","54","51","62","83","87","87","84","71","79","69","50","78","67","60","64","23","73","61","66","27","30","39","15","10","15","11","10","medium / low","180","146","22"
"193061","81","78","66","60","83","76","86","84","76","79","85","85","85","85","78","75","69","69","91","65","79","80","75","77","82","72","71","77","81","11","10","8","8","7","high / high","182","170","24"
"216003","55","55","36","55","65","42","60","57","38","64","61","79","71","76","60","75","52","68","54","50","36","37","20","42","65","44","52","42","49","5","9","8","11","13","medium / medium","177","148","18"
"153177","76","68","78","59","72","78","84","86","79","61","82","79","75","88","79","72","80","70","70","61","80","66","39","76","71","74","32","37","33","7","16","16","6","12","medium / low","175","168","28"
"179547","74","11","16","14","39","15","15","12","15","33","24","59","60","42","76","44","32","75","31","67","12","29","16","12","12","43","19","11","20","75","73","71","72","78","medium / medium","187","176","27"
"202052","73","49","78","65","66","70","71","68","57","52","73","85","82","70","68","69","68","77","71","76","67","60","25","77","65","72","21","22","17","7","6","9","10","7","high / medium","182","170","22"
"213666","63","36","43","50","72","31","56","31","31","62","65","69","70","58","55","71","51","60","74","63","40","52","59","61","65","45","64","67","61","11","7","12","15","13","medium / medium","190","183","19"
"182168","78","46","22","80","69","24","64","30","34","65","70","52","54","48","65","33","59","75","65","82","31","76","79","34","59","34","79","82","80","12","15","11","12","15","medium / medium","195","179","27"
"183285","81","60","23","71","72","20","50","50","30","63","61","64","68","61","72","55","51","82","72","90","38","85","82","32","49","40","79","84","83","14","12","9","7","8","medium / high","187","183","25"
"186115","80","76","47","68","78","47","78","64","52","65","76","79","83","73","81","74","72","70","77","69","65","72","79","65","69","63","80","84","85","6","11","8","9","15","high / medium","177","154","26"
"201884","69","78","63","53","68","53","76","75","74","60","74","78","79","77","73","75","67","75","76","56","67","51","55","66","72","65","50","62","71","12","8","13","7","7","medium / medium","175","152","23"
"50542","79","54","86","68","68","83","78","63","68","43","77","78","77","83","77","88","88","74","73","62","83","63","19","84","67","68","24","20","11","7","14","8","10","13","medium / medium","170","154","32"
"169426","76","74","44","62","67","59","61","64","51","62","72","74","78","67","75","66","61","68","84","75","53","80","77","61","52","55","80","79","75","6","8","11","8","10","high / medium","185","183","28"
"193474","75","59","47","66","78","31","73","33","43","73","76","73","68","75","79","80","81","76","85","71","75","80","83","67","72","54","76","79","74","8","6","8","12","13","medium / high","175","159","26"
"160292","71","69","67","58","75","63","68","71","75","72","72","64","54","71","73","75","73","74","75","70","61","61","72","64","66","78","56","71","68","13","8","14","6","6","medium / high","177","152","30"
"186351","76","68","70","80","79","66","78","49","44","76","75","74","76","73","73","51","85","90","92","77","78","80","70","74","73","72","66","72","71","9","8","14","16","14","medium / medium","187","174","25"
"137785","78","31","46","83","61","56","31","30","61","68","53","32","53","26","71","42","75","51","76","93","54","87","80","34","32","54","78","81","77","9","16","10","15","9","medium / high","190","194","31"
"199550","80","71","45","75","69","36","58","30","46","69","68","65","70","53","76","64","63","80","77","85","48","86","78","42","35","42","82","85","79","11","9","7","15","6","medium / high","185","176","23"
"2147","77","18","11","14","39","11","12","13","13","37","31","35","45","35","73","27","13","55","30","77","11","41","26","13","19","23","18","15","14","81","75","82","76","79","medium / medium","198","203","33"
"184472","76","74","55","65","70","65","72","64","53","66","74","79","86","74","73","68","75","73","90","72","64","74","69","69","66","49","74","78","77","11","9","7","9","12","high / medium","177","179","27"
"214924","60","43","19","57","54","25","42","38","27","41","48","64","66","56","54","61","41","80","62","71","23","57","57","24","31","37","59","62","60","10","15","15","15","16","medium / medium","185","154","19"
"186561","82","74","75","58","84","81","81","64","70","82","82","71","68","74","81","75","81","63","93","69","78","75","67","84","81","76","65","75","65","6","11","5","10","8","high / high","177","154","24"
"188253","80","68","65","63","82","61","78","64","64","83","77","75","69","66","75","71","67","66","91","78","73","79","79","69","75","60","81","79","78","12","11","8","10","13","medium / high","180","159","24"
"192505","80","68","82","78","67","70","76","64","66","58","76","79","85","64","73","48","85","71","76","90","72","72","27","78","69","80","27","30","30","8","15","14","7","10","medium / medium","190","207","22"
"204485","74","70","68","45","72","64","84","73","66","60","76","79","80","87","67","80","74","59","74","57","70","39","34","71","74","70","24","27","21","15","9","13","11","6","medium / medium","177","137","24"
"208339","75","56","78","75","64","74","66","63","39","35","73","91","76","68","72","59","80","70","78","81","64","56","35","71","63","67","20","23","24","16","6","12","10","8","medium / medium","182","181","25"
"20289","85","67","82","74","86","68","81","80","85","83","83","70","80","64","85","55","86","65","86","92","84","78","66","81","85","85","63","78","75","13","14","6","12","8","medium / low","187","198","32"
